file,Time,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
118_TAO_id_3_Environment_tr_500_1st_7.csv,0.36003804206848145,0.9624720318070917,0.9987914317031809,0.9659227986217804,0.9987876990467384,0.9602335730609401,0.9602385685884692,0.9600324548486938,0.9774649023867464,0.9918451863274254
119_TAO_id_4_Environment_tr_500_1st_1.csv,0.3526124954223633,0.9894938327264781,0.9993076992745684,0.9991599034572131,0.9999395492597453,0.978472690624261,0.979506043089858,0.9793173731561532,0.9856517059039833,0.9942267067001773
121_TAO_id_6_Environment_tr_500_1st_7.csv,0.3527858257293701,0.9909886061752042,0.9991882504666155,0.9980268710885425,0.9997847290465053,0.9814050322632274,0.982098982098982,0.9815406234031676,0.9856057470615632,0.9921905696580767
122_TAO_id_7_Environment_tr_500_1st_19.csv,0.34679079055786133,0.9827477581242138,0.9989862836569208,0.9962294952331153,0.9997167495889943,0.9796930747921708,0.9797612869745718,0.9795281413556839,0.9882541624519509,0.9941353625833109
123_TAO_id_8_Environment_tr_500_1st_62.csv,0.35846757888793945,0.9820717179765883,0.9993612976601132,0.997600774667902,0.9999110690115702,0.9655820455642438,0.9634888438133875,0.9628652460593198,0.9712842837300154,0.9868556501657486
124_TAO_id_9_Environment_tr_500_1st_1.csv,0.35012269020080566,0.9802313891403939,0.9992710005044911,0.9956594117978939,0.9998410034236404,0.9644620069624369,0.9645390070921985,0.9640702728236371,0.9738660675303462,0.9884541752604392
125_TAO_id_10_Environment_tr_500_1st_9.csv,0.39423227310180664,0.9881591730280894,0.999186956744202,0.9996402225602684,0.9999721525465635,0.9775874975958628,0.9765990639625585,0.9763916755759284,0.9856411586748228,0.9935827866261652
127_TAO_id_12_Environment_tr_500_1st_24.csv,0.39107608795166016,0.9516297486515584,0.998589096976559,0.9485393881123922,0.9981408646803537,0.959672421840053,0.9587939698492463,0.9583134778143934,0.9751551952266881,0.9887956716415551
128_TAO_id_13_Environment_tr_500_1st_7.csv,0.34650230407714844,0.9909886061752042,0.9991882504666155,0.9980268710885425,0.9997847290465053,0.9814050322632274,0.982098982098982,0.9815406234031676,0.9856057470615632,0.9921905696580767
129_OPPORTUNITY_id_1_HumanActivity_tr_1801_1st_1901.csv,2.6208181381225586,0.4306640078648065,0.8320381811604987,0.3527752078562735,0.8372920601636439,0.5532276263727327,0.8110236220472441,0.6666666666666662,0.3761232349165597,0.7801361262453074
130_OPPORTUNITY_id_2_HumanActivity_tr_1045_1st_1145.csv,0.7631998062133789,0.9896653864767904,0.9993471199904408,0.9968639857150312,0.999801975764061,0.9883301009081733,1.0,0.9999999999999996,0.9834002270031412,0.9994660202969071
132_OPPORTUNITY_id_4_HumanActivity_tr_895_1st_995.csv,1.033489465713501,0.08879754668598923,0.7745638716938661,0.08978019213331928,0.7750791164698725,0.22484990735128144,0.783542039355993,0.22339246119733902,0.13346447570168563,0.6676160260183176
133_OPPORTUNITY_id_5_HumanActivity_tr_1745_1st_6500.csv,1.1858272552490234,0.9982616557512428,0.9998733974358974,0.9972802089206179,0.9998631473735393,0.984610385824195,1.0,0.9999999999999996,0.93841642228739,0.9998488011633798
134_OPPORTUNITY_id_6_HumanActivity_tr_1477_1st_1577.csv,1.846449375152588,0.032420604613363345,0.7035515444150049,0.03284047318099578,0.7036662499131892,0.09925532902586628,0.25530384753685725,0.09882486195667552,0.15586468970289488,0.66685244039258
135_OPPORTUNITY_id_7_HumanActivity_tr_2085_1st_2185.csv,2.3749842643737793,0.7663412300899125,0.9611791470916257,0.6601404738401402,0.9563674388650915,0.8372993532796824,0.8630993745656705,0.7717121588089325,0.24498980736268156,0.7269873327884083
136_OPPORTUNITY_id_8_HumanActivity_tr_1495_1st_1595.csv,2.6546361446380615,0.2370881266464836,0.7838635894321287,0.16205816874059115,0.7852633813524619,0.3636330357219676,0.4863813229571985,0.6495176848874593,0.61229092275888,0.7618299068138507
137_CreditCard_id_1_Finance_tr_500_1st_541.csv,4.9864819049835205,0.12397994152339639,0.9260836450581763,0.06972524387580553,0.954306702103231,0.23048736127881447,0.2285714285714286,0.21193191711648915,0.21136063408190225,0.7314823148368446
138_CATSv2_id_1_Sensor_tr_16568_1st_16668.csv,5.28816819190979,0.07953820709405292,0.7858513954081632,0.06747584373528057,0.801842918705212,0.15310532282616157,0.787878787878788,0.7999999999999995,0.7690787218204675,0.7967036798210939
139_CATSv2_id_2_Sensor_tr_5592_1st_5692.csv,3.882667303085327,0.06490518317814065,0.4898065769156533,0.04338585139620046,0.35290837080093307,0.14129038902957844,0.3612281757977122,0.24537640010419332,0.7775231498349934,0.7473285467324277
141_CATSv2_id_4_Sensor_tr_41727_1st_41827.csv,9.963868618011475,0.374114823376435,0.8039735347632406,0.24313038130213338,0.7709187263027631,0.4283052828815087,0.7347688539646904,0.657527969758295,0.4275479288329855,0.7850798471228595
